# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-6 -50 0 505c4c
-5 -50 0 505c4c
-4 -50 0 505c4c
-3 -50 0 505c4c
-2 -50 0 505c4c
-1 -50 0 505c4c
-16 -49 0 505c4c
-15 -49 0 505c4c
-14 -49 0 505c4c
-13 -49 0 505c4c
-12 -49 0 505c4c
-11 -49 0 444f40
-10 -49 0 505c4c
-9 -49 0 505c4c
-8 -49 0 505c4c
-7 -49 0 505c4c
-6 -49 0 505c4c
-5 -49 0 505c4c
-4 -49 0 505c4c
-3 -49 0 505c4c
-2 -49 0 505c4c
-1 -49 0 505c4c
-16 -50 1 505c4c
-15 -50 1 505c4c
-14 -50 1 505c4c
-13 -50 1 505c4c
-12 -50 1 505c4c
-11 -50 1 505c4c
-10 -50 1 505c4c
-9 -50 1 505c4c
-8 -50 1 444f40
-7 -50 1 505c4c
-6 -50 1 505c4c
-5 -50 1 505c4c
-4 -50 1 505c4c
-3 -50 1 505c4c
-2 -50 1 505c4c
-1 -50 1 505c4c
-16 -49 1 505c4c
-15 -49 1 505c4c
-14 -49 1 505c4c
-13 -49 1 505c4c
-12 -49 1 505c4c
-11 -49 1 505c4c
-10 -49 1 505c4c
-9 -49 1 505c4c
-8 -49 1 505c4c
-7 -49 1 505c4c
-6 -49 1 505c4c
-5 -49 1 505c4c
-4 -49 1 505c4c
-3 -49 1 505c4c
-2 -49 1 505c4c
-1 -49 1 505c4c
0 -50 0 505c4c
1 -50 0 505c4c
2 -50 0 505c4c
3 -50 0 505c4c
4 -50 0 505c4c
5 -50 0 505c4c
6 -50 0 505c4c
7 -50 0 505c4c
8 -50 0 505c4c
9 -50 0 505c4c
10 -50 0 444f40
11 -50 0 505c4c
12 -50 0 505c4c
13 -50 0 505c4c
14 -50 0 505c4c
15 -50 0 505c4c
0 -49 0 505c4c
1 -49 0 505c4c
2 -49 0 505c4c
3 -49 0 505c4c
4 -49 0 505c4c
5 -49 0 505c4c
6 -49 0 505c4c
7 -49 0 505c4c
8 -49 0 505c4c
9 -49 0 505c4c
10 -49 0 444f40
11 -49 0 505c4c
12 -49 0 505c4c
13 -49 0 505c4c
14 -49 0 505c4c
15 -49 0 505c4c
0 -50 1 505c4c
1 -50 1 505c4c
2 -50 1 505c4c
3 -50 1 505c4c
4 -50 1 505c4c
5 -50 1 505c4c
6 -50 1 505c4c
7 -50 1 444f40
8 -50 1 505c4c
9 -50 1 505c4c
10 -50 1 505c4c
11 -50 1 505c4c
12 -50 1 505c4c
13 -50 1 505c4c
14 -50 1 505c4c
15 -50 1 505c4c
0 -49 1 505c4c
1 -49 1 505c4c
2 -49 1 505c4c
3 -49 1 505c4c
4 -49 1 505c4c
5 -49 1 505c4c
6 -49 1 505c4c
7 -49 1 505c4c
8 -49 1 505c4c
9 -49 1 505c4c
10 -49 1 505c4c
11 -49 1 505c4c
12 -49 1 505c4c
13 -49 1 505c4c
14 -49 1 505c4c
15 -49 1 505c4c
16 -50 0 505c4c
17 -50 0 444f40
18 -50 0 444f40
19 -50 0 505c4c
20 -50 0 505c4c
21 -50 0 505c4c
22 -50 0 444f40
23 -50 0 505c4c
24 -50 0 505c4c
25 -50 0 505c4c
26 -50 0 505c4c
27 -50 0 505c4c
28 -50 0 505c4c
29 -50 0 505c4c
30 -50 0 505c4c
31 -50 0 505c4c
16 -49 0 505c4c
17 -49 0 444f40
18 -49 0 505c4c
19 -49 0 505c4c
20 -49 0 505c4c
21 -49 0 505c4c
22 -49 0 505c4c
23 -49 0 505c4c
24 -49 0 505c4c
25 -49 0 505c4c
26 -49 0 505c4c
27 -49 0 505c4c
28 -49 0 505c4c
29 -49 0 505c4c
30 -49 0 505c4c
31 -49 0 505c4c
16 -50 1 505c4c
17 -50 1 505c4c
18 -50 1 505c4c
19 -50 1 505c4c
20 -50 1 505c4c
21 -50 1 505c4c
22 -50 1 505c4c
23 -50 1 505c4c
24 -50 1 505c4c
25 -50 1 505c4c
26 -50 1 505c4c
27 -50 1 505c4c
28 -50 1 505c4c
29 -50 1 505c4c
30 -50 1 505c4c
31 -50 1 505c4c
16 -49 1 505c4c
17 -49 1 505c4c
18 -49 1 505c4c
19 -49 1 505c4c
20 -49 1 505c4c
21 -49 1 505c4c
22 -49 1 505c4c
23 -49 1 505c4c
24 -49 1 505c4c
25 -49 1 505c4c
26 -49 1 444f40
27 -49 1 505c4c
28 -49 1 505c4c
29 -49 1 505c4c
30 -49 1 505c4c
31 -49 1 505c4c
32 -50 0 505c4c
33 -50 0 505c4c
34 -50 0 505c4c
35 -50 0 505c4c
36 -50 0 505c4c
37 -50 0 505c4c
38 -50 0 505c4c
39 -50 0 505c4c
40 -50 0 505c4c
41 -50 0 505c4c
42 -50 0 505c4c
43 -50 0 505c4c
44 -50 0 505c4c
45 -50 0 505c4c
46 -50 0 505c4c
47 -50 0 505c4c
32 -49 0 505c4c
33 -49 0 505c4c
34 -49 0 505c4c
35 -49 0 505c4c
36 -49 0 505c4c
37 -49 0 505c4c
38 -49 0 505c4c
39 -49 0 505c4c
40 -49 0 505c4c
41 -49 0 505c4c
42 -49 0 505c4c
43 -49 0 505c4c
44 -49 0 505c4c
45 -49 0 505c4c
46 -49 0 505c4c
47 -49 0 505c4c
32 -50 1 505c4c
33 -50 1 505c4c
34 -50 1 505c4c
35 -50 1 505c4c
36 -50 1 505c4c
37 -50 1 505c4c
38 -50 1 444f40
39 -50 1 444f40
40 -50 1 444f40
41 -50 1 505c4c
42 -50 1 505c4c
43 -50 1 505c4c
44 -50 1 505c4c
45 -50 1 444f40
46 -50 1 505c4c
47 -50 1 505c4c
32 -49 1 505c4c
33 -49 1 505c4c
34 -49 1 505c4c
35 -49 1 505c4c
36 -49 1 505c4c
37 -49 1 505c4c
38 -49 1 505c4c
39 -49 1 505c4c
40 -49 1 505c4c
41 -49 1 505c4c
42 -49 1 505c4c
43 -49 1 505c4c
44 -49 1 505c4c
45 -49 1 444f40
46 -49 1 505c4c
47 -49 1 505c4c
48 -50 0 505c4c
49 -50 0 505c4c
50 -50 0 505c4c
51 -50 0 505c4c
52 -50 0 505c4c
53 -50 0 505c4c
54 -50 0 505c4c
55 -50 0 505c4c
56 -50 0 505c4c
57 -50 0 505c4c
58 -50 0 505c4c
59 -50 0 505c4c
60 -50 0 444f40
61 -50 0 444f40
62 -50 0 505c4c
63 -50 0 505c4c
48 -49 0 505c4c
49 -49 0 505c4c
50 -49 0 505c4c
51 -49 0 505c4c
52 -49 0 505c4c
53 -49 0 505c4c
54 -49 0 505c4c
55 -49 0 505c4c
56 -49 0 505c4c
57 -49 0 505c4c
58 -49 0 505c4c
59 -49 0 505c4c
60 -49 0 505c4c
61 -49 0 505c4c
62 -49 0 505c4c
63 -49 0 505c4c
48 -50 1 505c4c
49 -50 1 505c4c
50 -50 1 505c4c
51 -50 1 505c4c
52 -50 1 505c4c
53 -50 1 505c4c
54 -50 1 505c4c
55 -50 1 505c4c
56 -50 1 505c4c
57 -50 1 505c4c
58 -50 1 505c4c
59 -50 1 505c4c
60 -50 1 505c4c
61 -50 1 505c4c
62 -50 1 505c4c
63 -50 1 505c4c
48 -49 1 505c4c
49 -49 1 505c4c
50 -49 1 505c4c
51 -49 1 505c4c
52 -49 1 505c4c
53 -49 1 505c4c
54 -49 1 505c4c
55 -49 1 505c4c
56 -49 1 505c4c
57 -49 1 505c4c
58 -49 1 505c4c
59 -49 1 505c4c
60 -49 1 505c4c
61 -49 1 505c4c
62 -49 1 505c4c
63 -49 1 505c4c
64 -50 0 505c4c
65 -50 0 505c4c
66 -50 0 505c4c
67 -50 0 505c4c
68 -50 0 505c4c
69 -50 0 505c4c
70 -50 0 505c4c
71 -50 0 505c4c
72 -50 0 505c4c
73 -50 0 505c4c
74 -50 0 505c4c
75 -50 0 505c4c
76 -50 0 505c4c
77 -50 0 505c4c
78 -50 0 505c4c
79 -50 0 505c4c
64 -49 0 505c4c
65 -49 0 505c4c
66 -49 0 444f40
67 -49 0 444f40
68 -49 0 444f40
69 -49 0 505c4c
70 -49 0 505c4c
71 -49 0 505c4c
72 -49 0 505c4c
73 -49 0 505c4c
74 -49 0 505c4c
75 -49 0 505c4c
76 -49 0 505c4c
77 -49 0 505c4c
78 -49 0 505c4c
79 -49 0 505c4c
64 -50 1 505c4c
65 -50 1 505c4c
66 -50 1 505c4c
67 -50 1 505c4c
68 -50 1 505c4c
69 -50 1 505c4c
70 -50 1 505c4c
71 -50 1 505c4c
72 -50 1 505c4c
73 -50 1 505c4c
74 -50 1 505c4c
75 -50 1 505c4c
76 -50 1 505c4c
77 -50 1 505c4c
78 -50 1 505c4c
79 -50 1 505c4c
64 -49 1 505c4c
65 -49 1 505c4c
66 -49 1 505c4c
67 -49 1 505c4c
68 -49 1 505c4c
69 -49 1 505c4c
70 -49 1 505c4c
71 -49 1 505c4c
72 -49 1 505c4c
73 -49 1 505c4c
74 -49 1 505c4c
75 -49 1 505c4c
76 -49 1 505c4c
77 -49 1 505c4c
78 -49 1 505c4c
79 -49 1 505c4c
80 -50 0 505c4c
81 -50 0 505c4c
82 -50 0 505c4c
83 -50 0 505c4c
84 -50 0 505c4c
85 -50 0 505c4c
86 -50 0 505c4c
87 -50 0 505c4c
88 -50 0 505c4c
89 -50 0 505c4c
90 -50 0 505c4c
91 -50 0 505c4c
92 -50 0 505c4c
93 -50 0 505c4c
94 -50 0 505c4c
95 -50 0 505c4c
80 -49 0 505c4c
81 -49 0 444f40
82 -49 0 444f40
83 -49 0 505c4c
84 -49 0 505c4c
85 -49 0 505c4c
86 -49 0 505c4c
87 -49 0 505c4c
88 -49 0 505c4c
89 -49 0 505c4c
90 -49 0 505c4c
91 -49 0 505c4c
92 -49 0 505c4c
93 -49 0 505c4c
94 -49 0 505c4c
95 -49 0 505c4c
80 -50 1 505c4c
81 -50 1 505c4c
82 -50 1 505c4c
83 -50 1 505c4c
84 -50 1 505c4c
85 -50 1 505c4c
86 -50 1 505c4c
87 -50 1 505c4c
88 -50 1 505c4c
89 -50 1 505c4c
90 -50 1 505c4c
91 -50 1 505c4c
92 -50 1 505c4c
93 -50 1 505c4c
94 -50 1 505c4c
95 -50 1 505c4c
80 -49 1 505c4c
81 -49 1 444f40
82 -49 1 505c4c
83 -49 1 505c4c
84 -49 1 505c4c
85 -49 1 505c4c
86 -49 1 505c4c
87 -49 1 505c4c
88 -49 1 505c4c
89 -49 1 505c4c
90 -49 1 505c4c
91 -49 1 505c4c
92 -49 1 505c4c
93 -49 1 505c4c
94 -49 1 505c4c
95 -49 1 505c4c
96 -50 0 505c4c
97 -50 0 505c4c
98 -50 0 505c4c
99 -50 0 505c4c
96 -49 0 505c4c
97 -49 0 505c4c
98 -49 0 505c4c
99 -49 0 505c4c
96 -50 1 505c4c
97 -50 1 505c4c
98 -50 1 505c4c
99 -50 1 505c4c
96 -49 1 505c4c
97 -49 1 505c4c
98 -49 1 505c4c
99 -49 1 505c4c
-100 -48 0 505c4c
-99 -48 0 505c4c
-98 -48 0 505c4c
-97 -48 0 505c4c
-100 -47 0 505c4c
-99 -47 0 505c4c
-98 -47 0 505c4c
-97 -47 0 505c4c
-100 -46 0 505c4c
-99 -46 0 505c4c
-98 -46 0 505c4c
-97 -46 0 505c4c
-100 -45 0 505c4c
-99 -45 0 505c4c
-98 -45 0 505c4c
-97 -45 0 505c4c
-100 -44 0 505c4c
-99 -44 0 505c4c
-98 -44 0 505c4c
-97 -44 0 505c4c
-100 -43 0 505c4c
-99 -43 0 505c4c
-98 -43 0 505c4c
-97 -43 0 505c4c
-100 -42 0 505c4c
-99 -42 0 505c4c
-98 -42 0 505c4c
-97 -42 0 505c4c
-100 -41 0 505c4c
-99 -41 0 505c4c
-98 -41 0 505c4c
-97 -41 0 505c4c
-100 -40 0 505c4c
-99 -40 0 505c4c
-98 -40 0 505c4c
-97 -40 0 505c4c
-100 -39 0 505c4c
-99 -39 0 505c4c
-98 -39 0 505c4c
-97 -39 0 505c4c
-100 -38 0 505c4c
-99 -38 0 505c4c
-98 -38 0 505c4c
-97 -38 0 505c4c
-100 -37 0 505c4c
-99 -37 0 505c4c
-98 -37 0 505c4c
-97 -37 0 505c4c
-100 -36 0 505c4c
-99 -36 0 505c4c
-98 -36 0 505c4c
-97 -36 0 505c4c
-100 -35 0 505c4c
-99 -35 0 505c4c
-98 -35 0 505c4c
-97 -35 0 505c4c
-100 -34 0 505c4c
-99 -34 0 505c4c
-98 -34 0 505c4c
-97 -34 0 505c4c
-100 -33 0 505c4c
-99 -33 0 505c4c
-98 -33 0 505c4c
-97 -33 0 505c4c
-100 -48 1 505c4c
-99 -48 1 505c4c
-98 -48 1 505c4c
-97 -48 1 505c4c
-100 -47 1 505c4c
-99 -47 1 505c4c
-98 -47 1 505c4c
-97 -47 1 505c4c
-100 -46 1 505c4c
-99 -46 1 505c4c
-98 -46 1 505c4c
-97 -46 1 505c4c
-100 -45 1 505c4c
-99 -45 1 505c4c
-98 -45 1 505c4c
-97 -45 1 505c4c
-100 -44 1 505c4c
-99 -44 1 505c4c
-98 -44 1 505c4c
-97 -44 1 505c4c
-100 -43 1 505c4c
-99 -43 1 505c4c
-98 -43 1 505c4c
-97 -43 1 505c4c
-100 -42 1 505c4c
-99 -42 1 505c4c
-98 -42 1 505c4c
-100 -41 1 505c4c
-99 -41 1 505c4c
-98 -41 1 505c4c
-97 -41 1 505c4c
-100 -40 1 505c4c
-99 -40 1 505c4c
-98 -40 1 505c4c
-97 -40 1 505c4c
-100 -39 1 505c4c
-99 -39 1 505c4c
-98 -39 1 505c4c
-97 -39 1 505c4c
-100 -38 1 505c4c
-99 -38 1 505c4c
-98 -38 1 505c4c
-97 -38 1 505c4c
-100 -37 1 505c4c
-99 -37 1 505c4c
-98 -37 1 505c4c
-97 -37 1 505c4c
-100 -36 1 505c4c
-99 -36 1 505c4c
-98 -36 1 505c4c
-97 -36 1 505c4c
-100 -35 1 505c4c
-99 -35 1 505c4c
-98 -35 1 505c4c
-97 -35 1 505c4c
-100 -34 1 505c4c
-99 -34 1 505c4c
-98 -34 1 505c4c
-97 -34 1 505c4c
-100 -33 1 505c4c
-99 -33 1 505c4c
-98 -33 1 505c4c
-97 -33 1 505c4c
-96 -48 0 505c4c
-95 -48 0 505c4c
-94 -48 0 505c4c
-93 -48 0 505c4c
-92 -48 0 505c4c
-91 -48 0 505c4c
-90 -48 0 505c4c
-89 -48 0 505c4c
-88 -48 0 505c4c
-87 -48 0 505c4c
-86 -48 0 505c4c
-85 -48 0 505c4c
-84 -48 0 505c4c
-83 -48 0 444f40
-82 -48 0 444f40
-81 -48 0 444f40
-96 -47 0 505c4c
-95 -47 0 505c4c
-94 -47 0 505c4c
-93 -47 0 505c4c
-92 -47 0 505c4c
-91 -47 0 505c4c
-90 -47 0 505c4c
-89 -47 0 505c4c
-88 -47 0 505c4c
-87 -47 0 505c4c
-86 -47 0 505c4c
-85 -47 0 505c4c
-84 -47 0 505c4c
-83 -47 0 505c4c
-82 -47 0 505c4c
-81 -47 0 505c4c
-96 -46 0 505c4c
-95 -46 0 505c4c
-94 -46 0 505c4c
-93 -46 0 505c4c
-92 -46 0 505c4c
-91 -46 0 505c4c
-90 -46 0 505c4c
-89 -46 0 444f40
-88 -46 0 444f40
-87 -46 0 444f40
-86 -46 0 505c4c
-85 -46 0 505c4c
-84 -46 0 505c4c
-83 -46 0 505c4c
-82 -46 0 505c4c
-81 -46 0 505c4c
-96 -45 0 505c4c
-95 -45 0 505c4c
-94 -45 0 505c4c
-93 -45 0 505c4c
-92 -45 0 505c4c
-91 -45 0 505c4c
-90 -45 0 444f40
-89 -45 0 444f40
-88 -45 0 444f40
-87 -45 0 444f40
-86 -45 0 444f40
-85 -45 0 505c4c
