# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-71 -33 3 3d3c36
-70 -33 3 3d3c36
-69 -33 3 3d3c36
-68 -33 3 3d3c36
-67 -33 3 3d3c36
-66 -33 3 3d3c36
-65 -33 3 3d3c36
-68 -39 4 373d36
-67 -39 4 3d3c36
-66 -39 4 373d36
-65 -39 4 373d36
-72 -38 4 474840
-71 -38 4 474840
-70 -38 4 3d3c36
-69 -38 4 3d3c36
-68 -38 4 3d3c36
-67 -38 4 3d3c36
-66 -38 4 3d3c36
-73 -37 4 373d36
-70 -37 4 3d3c36
-69 -37 4 3d3c36
-68 -37 4 3d3c36
-67 -37 4 3d3c36
-66 -37 4 3d3c36
-65 -37 4 3d3c36
-74 -36 4 464c45
-72 -36 4 464c45
-70 -36 4 3d3c36
-69 -36 4 3d3c36
-68 -36 4 3d3c36
-67 -36 4 3d3c36
-66 -36 4 3d3c36
-65 -36 4 3d3c36
-73 -35 4 474840
-72 -35 4 3d3c36
-71 -35 4 3d3c36
-70 -35 4 3d3c36
-69 -35 4 3d3c36
-68 -35 4 3d3c36
-67 -35 4 3d3c36
-66 -35 4 3d3c36
-65 -35 4 3d3c36
-73 -34 4 474840
-72 -34 4 3d3c36
-71 -34 4 3d3c36
-70 -34 4 3d3c36
-69 -34 4 3d3c36
-68 -34 4 3d3c36
-67 -34 4 3d3c36
-66 -34 4 3d3c36
-65 -34 4 3d3c36
-73 -33 4 3d3c36
-72 -33 4 3d3c36
-71 -33 4 3d3c36
-70 -33 4 3d3c36
-69 -33 4 3d3c36
-68 -33 4 3d3c36
-67 -33 4 3d3c36
-66 -33 4 3d3c36
-65 -33 4 3d3c36
-70 -39 5 373d36
-69 -39 5 373d36
-68 -39 5 373d36
-67 -39 5 3d3c36
-66 -39 5 373d36
-65 -39 5 373d36
-70 -38 5 464c45
-68 -38 5 3d3c36
-67 -38 5 3d3c36
-66 -38 5 3d3c36
-71 -37 5 373d36
-68 -37 5 3d3c36
-67 -37 5 3d3c36
-66 -37 5 3d3c36
-65 -37 5 3d3c36
-71 -36 5 373d36
-70 -36 5 474840
-69 -36 5 3d3c36
-68 -36 5 3d3c36
-67 -36 5 3d3c36
-66 -36 5 3d3c36
-65 -36 5 3d3c36
-72 -35 5 474840
-70 -35 5 474840
-69 -35 5 3d3c36
-68 -35 5 3d3c36
-67 -35 5 3d3c36
-66 -35 5 3d3c36
-65 -35 5 3d3c36
-73 -34 5 373d36
-71 -34 5 3d3c36
-70 -34 5 3d3c36
-69 -34 5 3d3c36
-68 -34 5 3d3c36
-67 -34 5 3d3c36
-66 -34 5 3d3c36
-65 -34 5 3d3c36
-73 -33 5 3d3c36
-72 -33 5 3d3c36
-71 -33 5 3d3c36
-70 -33 5 3d3c36
-69 -33 5 3d3c36
-68 -33 5 3d3c36
-67 -33 5 3d3c36
-66 -33 5 3d3c36
-65 -33 5 3d3c36
-70 -40 6 464c45
-68 -39 6 373d36
-67 -39 6 3d3c36
-69 -38 6 464c45
-68 -38 6 3d3c36
-67 -38 6 3d3c36
-66 -38 6 3d3c36
-65 -38 6 464c45
-68 -37 6 3d3c36
-67 -37 6 3d3c36
-66 -37 6 3d3c36
-65 -37 6 3d3c36
-68 -36 6 3d3c36
-67 -36 6 3d3c36
-66 -36 6 3d3c36
-65 -36 6 3d3c36
-68 -35 6 3d3c36
-67 -35 6 3d3c36
-66 -35 6 3d3c36
-65 -35 6 3d3c36
-72 -34 6 373d36
-70 -34 6 3d3c36
-69 -34 6 3d3c36
-68 -34 6 3d3c36
-67 -34 6 3d3c36
-66 -34 6 3d3c36
-65 -34 6 3d3c36
-73 -33 6 373d36
-71 -33 6 3d3c36
-70 -33 6 3d3c36
-69 -33 6 3d3c36
-68 -33 6 3d3c36
-67 -33 6 3d3c36
-66 -33 6 3d3c36
-65 -33 6 3d3c36
-68 -39 7 373d36
-67 -39 7 373d36
-66 -39 7 373d36
-67 -38 7 3d3c36
-66 -38 7 3d3c36
-69 -37 7 373d36
-68 -37 7 464c45
-67 -37 7 3d3c36
-66 -37 7 3d3c36
-65 -37 7 3d3c36
-69 -36 7 373d36
-67 -36 7 3d3c36
-66 -36 7 3d3c36
-65 -36 7 3d3c36
-68 -35 7 3d3c36
-67 -35 7 3d3c36
-66 -35 7 3d3c36
-65 -35 7 3d3c36
-71 -34 7 373d36
-70 -34 7 373d36
-69 -34 7 3d3c36
-68 -34 7 3d3c36
-67 -34 7 3d3c36
-66 -34 7 3d3c36
-65 -34 7 3d3c36
-72 -33 7 373d36
-69 -33 7 3d3c36
-68 -33 7 3d3c36
-67 -33 7 3d3c36
-66 -33 7 3d3c36
-65 -33 7 3d3c36
-68 -39 8 373d36
-67 -39 8 373d36
-66 -39 8 3d3c36
-65 -39 8 373d36
-68 -38 8 3d3c36
-67 -38 8 3d3c36
-66 -38 8 3d3c36
-68 -37 8 3d3c36
-67 -37 8 3d3c36
-66 -37 8 3d3c36
-65 -37 8 3d3c36
-70 -36 8 464c45
-67 -36 8 3d3c36
-66 -36 8 3d3c36
-65 -36 8 3d3c36
-69 -35 8 373d36
-67 -35 8 3d3c36
-66 -35 8 3d3c36
-65 -35 8 3d3c36
-69 -34 8 3d3c36
-68 -34 8 3d3c36
-67 -34 8 3d3c36
-66 -34 8 3d3c36
-65 -34 8 3d3c36
-72 -33 8 464c45
-70 -33 8 373d36
-69 -33 8 3d3c36
-68 -33 8 3d3c36
-67 -33 8 3d3c36
-66 -33 8 3d3c36
-65 -33 8 3d3c36
-68 -39 9 373d36
-66 -39 9 373d36
-65 -39 9 373d36
-69 -38 9 464c45
-68 -38 9 474840
-67 -38 9 3d3c36
-66 -38 9 3d3c36
-68 -37 9 373d36
-67 -37 9 3d3c36
-65 -37 9 3d3c36
-68 -36 9 373d36
-67 -36 9 474840
-66 -36 9 474840
-65 -36 9 474840
-67 -35 9 474840
-66 -34 9 3d3c36
-65 -34 9 3d3c36
-66 -33 9 3d3c36
-65 -33 9 3d3c36
-73 -40 10 3a3f43
-72 -40 10 3a3f43
-69 -40 10 3a3f43
-66 -40 10 464c45
-73 -39 10 3a3f43
-72 -39 10 3a3f43
-71 -39 10 3a3f43
-70 -39 10 3a3f43
-69 -39 10 3a3f43
-65 -39 10 464c45
-73 -38 10 3a3f43
-72 -38 10 3a3f43
-71 -38 10 3a3f43
-70 -38 10 3a3f43
-69 -38 10 3a3f43
-68 -38 10 282a2d
-67 -38 10 3d3c36
-65 -38 10 282a2d
-73 -37 10 464c45
-72 -37 10 3a3f43
-71 -37 10 3a3f43
-70 -37 10 3a3f43
-69 -37 10 3a3f43
-67 -37 10 373d36
-66 -37 10 373d36
-65 -36 10 373d36
-71 -33 10 464c45
-73 -40 11 3a3f43
-72 -40 11 3a3f43
-69 -40 11 3a3f43
-73 -39 11 3a3f43
-72 -39 11 3a3f43
-71 -39 11 3a3f43
-70 -39 11 3a3f43
-69 -39 11 3a3f43
-73 -38 11 3a3f43
-72 -38 11 3a3f43
-71 -38 11 3a3f43
-70 -38 11 3a3f43
-69 -38 11 3a3f43
-68 -38 11 282a2d
-65 -38 11 282a2d
-73 -37 11 3a3f43
-72 -37 11 3a3f43
-71 -37 11 3a3f43
-70 -37 11 3a3f43
-69 -37 11 3e4145
-67 -34 11 464c45
-73 -40 12 3a3f43
-72 -40 12 3a3f43
-71 -40 12 474e53
-70 -40 12 3a3f43
-69 -40 12 3a3f43
-67 -40 12 464c45
-73 -39 12 3a3f43
-72 -39 12 3a3f43
-71 -39 12 3a3f43
-70 -39 12 3a3f43
-69 -39 12 3a3f43
-73 -38 12 3a3f43
-72 -38 12 3a3f43
-71 -38 12 3a3f43
-70 -38 12 464c45
-69 -38 12 3a3f43
-68 -38 12 282a2d
-65 -38 12 282a2d
-73 -37 12 3e4145
-72 -37 12 3a3f43
-71 -37 12 3e4145
-70 -37 12 3a3f43
-69 -37 12 3a3f43
-73 -40 13 3a3f43
-72 -40 13 3a3f43
-70 -40 13 3a3f43
-69 -40 13 3a3f43
-73 -39 13 3a3f43
-72 -39 13 3a3f43
-71 -39 13 3e4145
-70 -39 13 3a3f43
-69 -39 13 3a3f43
-68 -39 13 464c45
-73 -38 13 3a3f43
-72 -38 13 3a3f43
-71 -38 13 3a3f43
-70 -38 13 3a3f43
-69 -38 13 3a3f43
-68 -38 13 282a2d
-65 -38 13 282a2d
-73 -37 13 3a3f43
-72 -37 13 3a3f43
-71 -37 13 3e4145
-70 -37 13 3a3f43
-69 -37 13 3a3f43
-73 -40 14 3a3f43
-72 -40 14 3a3f43
-71 -40 14 3a3f43
-70 -40 14 474e53
-69 -40 14 3a3f43
-73 -39 14 3a3f43
-72 -39 14 3a3f43
-71 -39 14 3a3f43
-70 -39 14 3a3f43
-69 -39 14 3a3f43
-68 -39 14 282a2d
-67 -39 14 282a2d
-66 -39 14 282a2d
-65 -39 14 282a2d
-73 -38 14 3a3f43
-72 -38 14 3a3f43
-71 -38 14 3a3f43
-70 -38 14 3a3f43
-69 -38 14 3a3f43
-68 -38 14 282a2d
-67 -38 14 282a2d
-66 -38 14 282a2d
-65 -38 14 282a2d
-73 -37 14 3e4145
-72 -37 14 3e4145
-71 -37 14 3a3f43
-70 -37 14 3e4145
-69 -37 14 3e4145
-73 -40 15 3a3f43
-72 -40 15 3a3f43
-71 -40 15 3a3f43
-70 -40 15 3e4145
-69 -40 15 3a3f43
-73 -39 15 3a3f43
-72 -39 15 3a3f43
-71 -39 15 3a3f43
-70 -39 15 3a3f43
-69 -39 15 3a3f43
-73 -38 15 3a3f43
-72 -38 15 3a3f43
-71 -38 15 3a3f43
-70 -38 15 3a3f43
-69 -38 15 3a3f43
-68 -38 15 282a2d
-65 -38 15 282a2d
-73 -37 15 3a3f43
-72 -37 15 3e4145
-71 -37 15 3a3f43
-70 -37 15 3a3f43
-69 -37 15 3a3f43
-60 -38 2 3d3c36
-59 -38 2 3d3c36
-64 -36 2 3d3c36
-61 -36 2 3d3c36
-60 -36 2 3d3c36
-59 -36 2 3d3c36
-58 -36 2 3d3c36
-60 -34 2 3d3c36
-57 -33 2 3d3c36
-56 -33 2 3d3c36
-55 -33 2 3d3c36
-64 -39 3 373d36
-63 -39 3 474840
-62 -39 3 3d3c36
-61 -39 3 474840
-60 -39 3 474840
-59 -39 3 3d3c36
-58 -39 3 373d36
-57 -39 3 474840
-54 -39 3 3d3c36
-53 -39 3 3d3c36
-52 -39 3 3d3c36
-50 -39 3 474840
-49 -39 3 474840
-64 -38 3 3d3c36
-63 -38 3 3d3c36
-62 -38 3 3d3c36
-61 -38 3 3d3c36
-60 -38 3 3d3c36
-59 -38 3 3d3c36
-58 -38 3 3d3c36
-57 -38 3 3d3c36
-56 -38 3 3d3c36
-55 -38 3 3d3c36
-54 -38 3 3d3c36
-53 -38 3 3d3c36
-52 -38 3 3d3c36
-51 -38 3 3d3c36
-50 -38 3 3d3c36
-49 -38 3 3d3c36
-64 -37 3 3d3c36
-63 -37 3 3d3c36
-62 -37 3 3d3c36
-61 -37 3 3d3c36
-60 -37 3 3d3c36
-59 -37 3 3d3c36
-58 -37 3 3d3c36
-57 -37 3 3d3c36
-56 -37 3 3d3c36
-55 -37 3 3d3c36
-54 -37 3 3d3c36
-53 -37 3 3d3c36
-52 -37 3 3d3c36
-51 -37 3 3d3c36
-49 -37 3 3d3c36
-64 -36 3 3d3c36
-63 -36 3 3d3c36
-62 -36 3 3d3c36
-61 -36 3 3d3c36
-60 -36 3 3d3c36
-59 -36 3 3d3c36
-58 -36 3 3d3c36
-57 -36 3 3d3c36
-56 -36 3 3d3c36
-55 -36 3 3d3c36
-54 -36 3 3d3c36
-53 -36 3 3d3c36
-52 -36 3 3d3c36
-51 -36 3 3d3c36
-49 -36 3 3d3c36
-64 -35 3 3d3c36
-63 -35 3 3d3c36
-62 -35 3 3d3c36
-61 -35 3 3d3c36
-60 -35 3 3d3c36
-59 -35 3 3d3c36
-58 -35 3 3d3c36
-57 -35 3 3d3c36
-56 -35 3 3d3c36
-55 -35 3 3d3c36
-52 -35 3 3d3c36
-51 -35 3 3d3c36
-64 -34 3 3d3c36
-63 -34 3 3d3c36
-62 -34 3 3d3c36
-61 -34 3 3d3c36
-60 -34 3 3d3c36
-59 -34 3 3d3c36
-58 -34 3 3d3c36
-57 -34 3 3d3c36
-56 -34 3 3d3c36
-55 -34 3 3d3c36
-52 -34 3 3d3c36
-51 -34 3 3d3c36
-50 -34 3 3d3c36
-49 -34 3 3d3c36
-64 -33 3 3d3c36
-63 -33 3 3d3c36
-62 -33 3 3d3c36
-61 -33 3 3d3c36
-60 -33 3 3d3c36
-59 -33 3 3d3c36
-58 -33 3 3d3c36
-57 -33 3 3d3c36
-56 -33 3 3d3c36
-55 -33 3 3d3c36
-53 -33 3 3d3c36
-51 -33 3 3d3c36
-50 -33 3 3d3c36
-49 -33 3 3d3c36
-64 -39 4 373d36
-63 -39 4 474840
-62 -39 4 3d3c36
-61 -39 4 3d3c36
-60 -39 4 474840
-59 -39 4 3d3c36
-58 -39 4 373d36
-57 -39 4 474840
-54 -39 4 3d3c36
-53 -39 4 3d3c36
-52 -39 4 3d3c36
-49 -39 4 373d36
-64 -38 4 3d3c36
-63 -38 4 3d3c36
-62 -38 4 3d3c36
-61 -38 4 3d3c36
-60 -38 4 3d3c36
-59 -38 4 3d3c36
-58 -38 4 3d3c36
-57 -38 4 3d3c36
-56 -38 4 3d3c36
-55 -38 4 3d3c36
-54 -38 4 3d3c36
-53 -38 4 3d3c36
-52 -38 4 3d3c36
-51 -38 4 3d3c36
-50 -38 4 3d3c36
-49 -38 4 3d3c36
-64 -37 4 3d3c36
-63 -37 4 3d3c36
-62 -37 4 3d3c36
-61 -37 4 3d3c36
-60 -37 4 3d3c36
-59 -37 4 3d3c36
-58 -37 4 3d3c36
-57 -37 4 3d3c36
-56 -37 4 3d3c36
-55 -37 4 3d3c36
-54 -37 4 3d3c36
-53 -37 4 3d3c36
-52 -37 4 3d3c36
-51 -37 4 3d3c36
-50 -37 4 3d3c36
-49 -37 4 3d3c36
-64 -36 4 3d3c36
-63 -36 4 3d3c36
-62 -36 4 3d3c36
-61 -36 4 3d3c36
-60 -36 4 3d3c36
-59 -36 4 3d3c36
-58 -36 4 3d3c36
-57 -36 4 3d3c36
-56 -36 4 3d3c36
-55 -36 4 3d3c36
-54 -36 4 3d3c36
-53 -36 4 3d3c36
-52 -36 4 3d3c36
-51 -36 4 3d3c36
-50 -36 4 3d3c36
-49 -36 4 3d3c36
-64 -35 4 3d3c36
-63 -35 4 3d3c36
-62 -35 4 3d3c36
-61 -35 4 3d3c36
-60 -35 4 3d3c36
-59 -35 4 3d3c36
-58 -35 4 3d3c36
-57 -35 4 3d3c36
-56 -35 4 3d3c36
-55 -35 4 3d3c36
-54 -35 4 3d3c36
-53 -35 4 3d3c36
-52 -35 4 3d3c36
-51 -35 4 3d3c36
-50 -35 4 3d3c36
-49 -35 4 3d3c36
-64 -34 4 3d3c36
-63 -34 4 3d3c36
-62 -34 4 3d3c36
-61 -34 4 3d3c36
-60 -34 4 3d3c36
-59 -34 4 3d3c36
-58 -34 4 3d3c36
-57 -34 4 3d3c36
-56 -34 4 3d3c36
-55 -34 4 3d3c36
-54 -34 4 3d3c36
-53 -34 4 3d3c36
-52 -34 4 3d3c36
-51 -34 4 3d3c36
-50 -34 4 3d3c36
-49 -34 4 3d3c36
-64 -33 4 3d3c36
-63 -33 4 3d3c36
-62 -33 4 3d3c36
-61 -33 4 3d3c36
-60 -33 4 3d3c36
-59 -33 4 3d3c36
-58 -33 4 3d3c36
-57 -33 4 3d3c36
-56 -33 4 3d3c36
-55 -33 4 3d3c36
-54 -33 4 3d3c36
-53 -33 4 3d3c36
-52 -33 4 3d3c36
-51 -33 4 3d3c36
-50 -33 4 3d3c36
-49 -33 4 3d3c36
-63 -39 5 474840
-62 -39 5 474840
-61 -39 5 3d3c36
-58 -39 5 474840
-57 -39 5 474840
-53 -39 5 3d3c36
-50 -39 5 474840
-49 -39 5 474840
-63 -38 5 3d3c36
-62 -38 5 3d3c36
-61 -38 5 3d3c36
-58 -38 5 3d3c36
-57 -38 5 3d3c36
-56 -38 5 3d3c36
-55 -38 5 3d3c36
-54 -38 5 3d3c36
-53 -38 5 3d3c36
-52 -38 5 3d3c36
-51 -38 5 3d3c36
-50 -38 5 3d3c36
-49 -38 5 3d3c36
-64 -37 5 3d3c36
-63 -37 5 3d3c36
-62 -37 5 3d3c36
-61 -37 5 3d3c36
-60 -37 5 3d3c36
-59 -37 5 3d3c36
-58 -37 5 3d3c36
-57 -37 5 3d3c36
-56 -37 5 3d3c36
-55 -37 5 3d3c36
-54 -37 5 3d3c36
-53 -37 5 3d3c36
-52 -37 5 3d3c36
-51 -37 5 3d3c36
-50 -37 5 3d3c36
-49 -37 5 3d3c36
-64 -36 5 3d3c36
-63 -36 5 3d3c36
-62 -36 5 3d3c36
-61 -36 5 3d3c36
-60 -36 5 3d3c36
-59 -36 5 3d3c36
-58 -36 5 3d3c36
-57 -36 5 3d3c36
-56 -36 5 3d3c36
-55 -36 5 3d3c36
-54 -36 5 3d3c36
-53 -36 5 3d3c36
-52 -36 5 3d3c36
-51 -36 5 3d3c36
-50 -36 5 3d3c36
-49 -36 5 3d3c36
-64 -35 5 3d3c36
-63 -35 5 3d3c36
-62 -35 5 3d3c36
-61 -35 5 3d3c36
-60 -35 5 3d3c36
-59 -35 5 3d3c36
-58 -35 5 3d3c36
-57 -35 5 3d3c36
-56 -35 5 3d3c36
-55 -35 5 3d3c36
-54 -35 5 3d3c36
-53 -35 5 3d3c36
-52 -35 5 3d3c36
-51 -35 5 3d3c36
-50 -35 5 3d3c36
-49 -35 5 3d3c36
-64 -34 5 3d3c36
-63 -34 5 3d3c36
-62 -34 5 3d3c36
-61 -34 5 3d3c36
-60 -34 5 3d3c36
-59 -34 5 3d3c36
-58 -34 5 3d3c36
-57 -34 5 3d3c36
-56 -34 5 3d3c36
-55 -34 5 3d3c36
-54 -34 5 3d3c36
-53 -34 5 3d3c36
-52 -34 5 3d3c36
-51 -34 5 3d3c36
-50 -34 5 3d3c36
-49 -34 5 3d3c36
-64 -33 5 3d3c36
-63 -33 5 3d3c36
-62 -33 5 3d3c36
-61 -33 5 3d3c36
-60 -33 5 3d3c36
-59 -33 5 3d3c36
-58 -33 5 3d3c36
-57 -33 5 3d3c36
-56 -33 5 3d3c36
-55 -33 5 3d3c36
-54 -33 5 3d3c36
-53 -33 5 3d3c36
-52 -33 5 3d3c36
-51 -33 5 3d3c36
-50 -33 5 3d3c36
-49 -33 5 3d3c36
-64 -39 6 373d36
-63 -39 6 373d36
-62 -39 6 474840
-61 -39 6 3d3c36
-57 -39 6 474840
-53 -39 6 474840
-52 -39 6 474840
-51 -39 6 474840
-50 -39 6 474840
-49 -39 6 474840
-63 -38 6 3d3c36
-62 -38 6 3d3c36
-61 -38 6 3d3c36
-57 -38 6 3d3c36
-56 -38 6 3d3c36
-55 -38 6 3d3c36
-54 -38 6 3d3c36
-53 -38 6 3d3c36
-52 -38 6 3d3c36
-51 -38 6 3d3c36
-50 -38 6 3d3c36
-49 -38 6 3d3c36
-64 -37 6 3d3c36
-63 -37 6 3d3c36
-62 -37 6 3d3c36
-61 -37 6 3d3c36
-60 -37 6 3d3c36
-59 -37 6 3d3c36
-58 -37 6 3d3c36
-57 -37 6 3d3c36
-56 -37 6 3d3c36
-55 -37 6 3d3c36
-54 -37 6 3d3c36
-53 -37 6 3d3c36
-52 -37 6 3d3c36
-51 -37 6 3d3c36
-50 -37 6 3d3c36
-49 -37 6 3d3c36
-64 -36 6 3d3c36
-63 -36 6 3d3c36
-62 -36 6 3d3c36
-61 -36 6 3d3c36
-60 -36 6 3d3c36
-59 -36 6 3d3c36
-58 -36 6 3d3c36
-57 -36 6 3d3c36
-56 -36 6 3d3c36
-55 -36 6 3d3c36
-54 -36 6 3d3c36
-53 -36 6 3d3c36
-52 -36 6 3d3c36
-51 -36 6 3d3c36
-50 -36 6 3d3c36
-49 -36 6 3d3c36
-64 -35 6 3d3c36
-63 -35 6 3d3c36
-62 -35 6 3d3c36
-61 -35 6 3d3c36
-60 -35 6 3d3c36
-59 -35 6 3d3c36
-58 -35 6 3d3c36
-57 -35 6 3d3c36
-56 -35 6 3d3c36
-55 -35 6 3d3c36
-54 -35 6 3d3c36
-53 -35 6 3d3c36
-52 -35 6 3d3c36
-51 -35 6 3d3c36
-50 -35 6 3d3c36
-49 -35 6 3d3c36
-64 -34 6 3d3c36
-63 -34 6 3d3c36
-62 -34 6 3d3c36
-61 -34 6 3d3c36
-60 -34 6 3d3c36
-59 -34 6 3d3c36
-58 -34 6 3d3c36
-57 -34 6 3d3c36
-56 -34 6 3d3c36
-55 -34 6 3d3c36
-54 -34 6 3d3c36
-53 -34 6 3d3c36
-52 -34 6 3d3c36
-51 -34 6 3d3c36
-50 -34 6 3d3c36
-49 -34 6 3d3c36
-64 -33 6 3d3c36
-63 -33 6 3d3c36
-62 -33 6 3d3c36
-61 -33 6 3d3c36
-60 -33 6 3d3c36
-59 -33 6 3d3c36
-58 -33 6 3d3c36
-57 -33 6 3d3c36
-56 -33 6 3d3c36
-55 -33 6 3d3c36
-54 -33 6 3d3c36
-53 -33 6 3d3c36
-52 -33 6 3d3c36
-51 -33 6 3d3c36
-50 -33 6 3d3c36
-49 -33 6 3d3c36
-49 -40 7 464c45
-63 -39 7 373d36
-62 -39 7 474840
-61 -39 7 474840
-54 -39 7 474840
-53 -39 7 474840
-49 -39 7 474840
-64 -38 7 474840
-63 -38 7 3d3c36
-62 -38 7 3d3c36
-61 -38 7 3d3c36
-60 -38 7 3d3c36
-56 -38 7 3d3c36
-55 -38 7 3d3c36
-54 -38 7 3d3c36
-53 -38 7 3d3c36
-52 -38 7 3d3c36
-51 -38 7 3d3c36
-50 -38 7 3d3c36
-49 -38 7 3d3c36
-64 -37 7 3d3c36
-63 -37 7 3d3c36
-62 -37 7 3d3c36
-61 -37 7 3d3c36
-60 -37 7 3d3c36
-59 -37 7 3d3c36
-58 -37 7 3d3c36
-57 -37 7 3d3c36
-56 -37 7 3d3c36
-55 -37 7 3d3c36
-54 -37 7 3d3c36
-53 -37 7 3d3c36
-52 -37 7 3d3c36
-51 -37 7 3d3c36
-50 -37 7 3d3c36
-49 -37 7 3d3c36
-64 -36 7 3d3c36
-63 -36 7 3d3c36
-62 -36 7 3d3c36
-61 -36 7 3d3c36
-60 -36 7 3d3c36
-59 -36 7 3d3c36
-58 -36 7 3d3c36
-57 -36 7 3d3c36
-56 -36 7 3d3c36
-55 -36 7 3d3c36
-54 -36 7 3d3c36
-53 -36 7 3d3c36
-52 -36 7 3d3c36
-51 -36 7 3d3c36
-50 -36 7 3d3c36
-49 -36 7 3d3c36
-64 -35 7 3d3c36
-63 -35 7 3d3c36
-62 -35 7 3d3c36
-61 -35 7 3d3c36
-60 -35 7 3d3c36
-59 -35 7 3d3c36
-58 -35 7 3d3c36
-57 -35 7 3d3c36
-56 -35 7 3d3c36
-55 -35 7 3d3c36
-54 -35 7 3d3c36
-53 -35 7 3d3c36
-52 -35 7 3d3c36
-51 -35 7 3d3c36
-50 -35 7 3d3c36
-49 -35 7 3d3c36
-64 -34 7 3d3c36
-63 -34 7 3d3c36
-62 -34 7 3d3c36
-61 -34 7 3d3c36
-60 -34 7 3d3c36
-59 -34 7 3d3c36
-58 -34 7 3d3c36
-57 -34 7 3d3c36
-56 -34 7 3d3c36
-55 -34 7 3d3c36
-54 -34 7 3d3c36
-53 -34 7 3d3c36
-52 -34 7 3d3c36
-51 -34 7 3d3c36
-50 -34 7 3d3c36
-49 -34 7 3d3c36
-64 -33 7 3d3c36
-63 -33 7 3d3c36
-62 -33 7 3d3c36
-61 -33 7 3d3c36
-60 -33 7 3d3c36
-59 -33 7 3d3c36
-58 -33 7 3d3c36
-57 -33 7 3d3c36
-56 -33 7 3d3c36
-55 -33 7 3d3c36
-54 -33 7 3d3c36
-53 -33 7 3d3c36
-52 -33 7 3d3c36
-51 -33 7 3d3c36
-50 -33 7 3d3c36
-49 -33 7 3d3c36
-49 -40 8 464c45
-64 -39 8 373d36
-63 -39 8 373d36
-62 -39 8 474840
-61 -39 8 474840
-58 -39 8 373d36
-57 -39 8 373d36
-56 -39 8 373d36
-55 -39 8 474840
-54 -39 8 373d36
-53 -39 8 373d36
-50 -39 8 373d36
-49 -39 8 474840
-64 -38 8 474840
-63 -38 8 3d3c36
-62 -38 8 3d3c36
-61 -38 8 3d3c36
-60 -38 8 3d3c36
-59 -38 8 3d3c36
-57 -38 8 474840
-56 -38 8 3d3c36
-55 -38 8 3d3c36
-54 -38 8 3d3c36
-53 -38 8 3d3c36
-52 -38 8 3d3c36
-51 -38 8 3d3c36
-50 -38 8 3d3c36
-49 -38 8 3d3c36
-64 -37 8 3d3c36
-63 -37 8 3d3c36
-62 -37 8 3d3c36
-61 -37 8 3d3c36
-60 -37 8 3d3c36
-59 -37 8 3d3c36
-58 -37 8 3d3c36
-57 -37 8 3d3c36
-56 -37 8 3d3c36
-55 -37 8 3d3c36
-54 -37 8 3d3c36
-53 -37 8 3d3c36
-52 -37 8 3d3c36
-51 -37 8 3d3c36
-50 -37 8 3d3c36
-49 -37 8 3d3c36
-64 -36 8 3d3c36
-63 -36 8 3d3c36
-62 -36 8 3d3c36
-61 -36 8 3d3c36
