# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-1 -2 6 ffffff
-8 -1 6 ffffff
-7 -1 6 ffffff
-6 -1 6 ffffff
-5 -1 6 ffffff
-4 -1 6 ffffff
-3 -1 6 ffffff
-2 -1 6 ffffff
-1 -1 6 ffffff
-8 -3 7 ffffff
-7 -3 7 ffffff
-6 -3 7 ffffff
-5 -3 7 ffffff
-4 -3 7 ffffff
-3 -3 7 ffffff
-2 -3 7 ffffff
-1 -3 7 ffffff
-8 -2 7 ffffff
-7 -2 7 ffffff
-6 -2 7 ffffff
-5 -2 7 ffffff
-4 -2 7 ffffff
-3 -2 7 ffffff
-2 -2 7 ffffff
-1 -2 7 ffffff
-8 -1 7 ffffff
-7 -1 7 ffffff
-6 -1 7 ffffff
-5 -1 7 ffffff
-4 -1 7 ffffff
-3 -1 7 ffffff
-2 -1 7 ffffff
-1 -1 7 ffffff
-1 -4 8 ffffff
-8 -3 8 ffffff
-7 -3 8 ffffff
-6 -3 8 ffffff
-5 -3 8 ffffff
-4 -3 8 ffffff
-3 -3 8 ffffff
-2 -3 8 ffffff
-1 -3 8 ffffff
-8 -2 8 ffffff
-7 -2 8 ffffff
-6 -2 8 ffffff
-5 -2 8 ffffff
-4 -2 8 ffffff
-3 -2 8 ffffff
-2 -2 8 ffffff
-1 -2 8 ffffff
-8 -1 8 ffffff
-7 -1 8 ffffff
-6 -1 8 ffffff
-5 -1 8 ffffff
-4 -1 8 ffffff
-3 -1 8 ffffff
-2 -1 8 ffffff
-1 -1 8 ffffff
-11 4 0 ffffff
-10 4 0 ffffff
-9 4 0 ffffff
-8 4 0 ffffff
-11 5 0 ffffff
-10 5 0 ffffff
-9 5 0 ffffff
-8 5 0 ffffff
-11 6 0 ffffff
-10 6 0 ffffff
-9 6 0 ffffff
-8 6 0 ffffff
-11 7 0 ffffff
-10 7 0 ffffff
-9 7 0 ffffff
-8 7 0 ffffff
1 -11 0 ffffff
2 -11 0 ffffff
3 -11 0 ffffff
4 -11 0 ffffff
1 -10 0 ffffff
2 -10 0 ffffff
3 -10 0 ffffff
4 -10 0 ffffff
1 -9 0 ffffff
2 -9 0 ffffff
3 -9 0 ffffff
4 -9 0 ffffff
1 -8 0 ffffff
2 -8 0 ffffff
3 -8 0 ffffff
4 -8 0 ffffff
0 -4 0 ffffff
1 -4 0 ffffff
2 -4 0 ffffff
0 -3 0 ffffff
1 -3 0 ffffff
2 -3 0 ffffff
3 -3 0 ffffff
4 -3 0 ffffff
5 -3 0 ffffff
6 -3 0 ffffff
7 -3 0 ffffff
8 -3 0 ffffff
9 -3 0 ffffff
0 -2 0 ffffff
1 -2 0 ffffff
2 -2 0 ffffff
3 -2 0 ffffff
4 -2 0 ffffff
5 -2 0 ffffff
6 -2 0 ffffff
7 -2 0 ffffff
8 -2 0 ffffff
9 -2 0 ffffff
0 -1 0 ffffff
1 -1 0 ffffff
2 -1 0 ffffff
3 -1 0 ffffff
4 -1 0 ffffff
5 -1 0 ffffff
6 -1 0 ffffff
7 -1 0 ffffff
8 -1 0 ffffff
9 -1 0 ffffff
0 -3 1 ffffff
1 -3 1 ffffff
2 -3 1 ffffff
3 -3 1 ffffff
4 -3 1 ffffff
5 -3 1 ffffff
6 -3 1 ffffff
7 -3 1 ffffff
8 -3 1 ffffff
9 -3 1 ffffff
0 -2 1 ffffff
1 -2 1 ffffff
2 -2 1 ffffff
3 -2 1 ffffff
4 -2 1 ffffff
5 -2 1 ffffff
6 -2 1 ffffff
7 -2 1 ffffff
8 -2 1 ffffff
9 -2 1 ffffff
0 -1 1 ffffff
1 -1 1 ffffff
2 -1 1 ffffff
3 -1 1 ffffff
4 -1 1 ffffff
5 -1 1 ffffff
6 -1 1 ffffff
7 -1 1 ffffff
8 -1 1 ffffff
9 -1 1 ffffff
0 -3 2 ffffff
1 -3 2 ffffff
2 -3 2 ffffff
3 -3 2 ffffff
4 -3 2 ffffff
5 -3 2 ffffff
6 -3 2 ffffff
7 -3 2 ffffff
8 -3 2 ffffff
9 -3 2 ffffff
0 -2 2 ffffff
1 -2 2 ffffff
2 -2 2 ffffff
3 -2 2 ffffff
4 -2 2 ffffff
5 -2 2 ffffff
6 -2 2 ffffff
7 -2 2 ffffff
8 -2 2 ffffff
9 -2 2 ffffff
0 -1 2 ffffff
1 -1 2 ffffff
2 -1 2 ffffff
3 -1 2 ffffff
4 -1 2 ffffff
5 -1 2 ffffff
6 -1 2 ffffff
7 -1 2 ffffff
8 -1 2 ffffff
9 -1 2 ffffff
0 -3 3 ffffff
1 -3 3 ffffff
2 -3 3 ffffff
3 -3 3 ffffff
4 -3 3 ffffff
5 -3 3 ffffff
6 -3 3 ffffff
7 -3 3 ffffff
8 -3 3 ffffff
9 -3 3 ffffff
0 -2 3 ffffff
1 -2 3 ffffff
2 -2 3 ffffff
3 -2 3 ffffff
4 -2 3 ffffff
5 -2 3 ffffff
6 -2 3 ffffff
7 -2 3 ffffff
8 -2 3 ffffff
9 -2 3 ffffff
0 -1 3 ffffff
1 -1 3 ffffff
2 -1 3 ffffff
3 -1 3 ffffff
4 -1 3 ffffff
5 -1 3 ffffff
6 -1 3 ffffff
7 -1 3 ffffff
8 -1 3 ffffff
9 -1 3 ffffff
0 -3 4 ffffff
1 -3 4 ffffff
2 -3 4 ffffff
3 -3 4 ffffff
4 -3 4 ffffff
5 -3 4 ffffff
6 -3 4 ffffff
7 -3 4 ffffff
8 -3 4 ffffff
9 -3 4 ffffff
0 -2 4 ffffff
1 -2 4 ffffff
2 -2 4 ffffff
3 -2 4 ffffff
4 -2 4 ffffff
5 -2 4 ffffff
6 -2 4 ffffff
7 -2 4 ffffff
8 -2 4 ffffff
9 -2 4 ffffff
0 -1 4 ffffff
1 -1 4 ffffff
2 -1 4 ffffff
3 -1 4 ffffff
4 -1 4 ffffff
5 -1 4 ffffff
6 -1 4 ffffff
7 -1 4 ffffff
8 -1 4 ffffff
9 -1 4 ffffff
0 -3 5 ffffff
1 -3 5 ffffff
2 -3 5 ffffff
3 -3 5 ffffff
4 -3 5 ffffff
5 -3 5 ffffff
6 -3 5 ffffff
7 -3 5 ffffff
8 -3 5 ffffff
9 -3 5 ffffff
0 -2 5 ffffff
1 -2 5 ffffff
2 -2 5 ffffff
3 -2 5 ffffff
4 -2 5 ffffff
5 -2 5 ffffff
6 -2 5 ffffff
7 -2 5 ffffff
8 -2 5 ffffff
9 -2 5 ffffff
0 -1 5 ffffff
1 -1 5 ffffff
2 -1 5 ffffff
3 -1 5 ffffff
4 -1 5 ffffff
5 -1 5 ffffff
6 -1 5 ffffff
7 -1 5 ffffff
8 -1 5 ffffff
9 -1 5 ffffff
0 -3 6 ffffff
1 -3 6 ffffff
2 -3 6 ffffff
3 -3 6 ffffff
4 -3 6 ffffff
5 -3 6 ffffff
6 -3 6 ffffff
7 -3 6 ffffff
8 -3 6 ffffff
9 -3 6 ffffff
0 -2 6 ffffff
1 -2 6 ffffff
2 -2 6 ffffff
3 -2 6 ffffff
4 -2 6 ffffff
5 -2 6 ffffff
6 -2 6 ffffff
7 -2 6 ffffff
8 -2 6 ffffff
9 -2 6 ffffff
0 -1 6 ffffff
1 -1 6 ffffff
2 -1 6 ffffff
3 -1 6 ffffff
4 -1 6 ffffff
5 -1 6 ffffff
6 -1 6 ffffff
7 -1 6 ffffff
8 -1 6 ffffff
9 -1 6 ffffff
5 -4 7 ffffff
0 -3 7 ffffff
1 -3 7 ffffff
2 -3 7 ffffff
3 -3 7 ffffff
4 -3 7 ffffff
5 -3 7 ffffff
6 -3 7 ffffff
7 -3 7 ffffff
8 -3 7 ffffff
9 -3 7 ffffff
0 -2 7 ffffff
1 -2 7 ffffff
2 -2 7 ffffff
3 -2 7 ffffff
4 -2 7 ffffff
5 -2 7 ffffff
6 -2 7 ffffff
7 -2 7 ffffff
8 -2 7 ffffff
9 -2 7 ffffff
0 -1 7 ffffff
1 -1 7 ffffff
2 -1 7 ffffff
3 -1 7 ffffff
4 -1 7 ffffff
5 -1 7 ffffff
6 -1 7 ffffff
7 -1 7 ffffff
8 -1 7 ffffff
9 -1 7 ffffff
0 -4 8 ffffff
1 -4 8 ffffff
2 -4 8 ffffff
3 -4 8 ffffff
4 -4 8 ffffff
5 -4 8 ffffff
0 -3 8 ffffff
1 -3 8 ffffff
2 -3 8 ffffff
3 -3 8 ffffff
4 -3 8 ffffff
5 -3 8 ffffff
6 -3 8 ffffff
7 -3 8 ffffff
8 -3 8 ffffff
9 -3 8 ffffff
0 -2 8 ffffff
1 -2 8 ffffff
2 -2 8 ffffff
3 -2 8 ffffff
4 -2 8 ffffff
5 -2 8 ffffff
6 -2 8 ffffff
7 -2 8 ffffff
8 -2 8 ffffff
9 -2 8 ffffff
0 -1 8 ffffff
1 -1 8 ffffff
2 -1 8 ffffff
3 -1 8 ffffff
4 -1 8 ffffff
5 -1 8 ffffff
6 -1 8 ffffff
7 -1 8 ffffff
8 -1 8 ffffff
9 -1 8 ffffff
0 0 0 ffffff
1 0 0 ffffff
2 0 0 ffffff
1 4 0 ffffff
2 4 0 ffffff
3 4 0 ffffff
4 4 0 ffffff
1 5 0 ffffff
2 5 0 ffffff
3 5 0 ffffff
4 5 0 ffffff
1 6 0 ffffff
2 6 0 ffffff
3 6 0 ffffff
4 6 0 ffffff
1 7 0 ffffff
2 7 0 ffffff
3 7 0 ffffff
4 7 0 ffffff
0 0 8 ffffff
1 0 8 ffffff
2 0 8 ffffff
